ID,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
9370,68,562,81,276,80,40,81,1,6,3,6,4
4864,68,72,7,58,13,1,24,4,4,1,3,8
405,68,315,0,31,4,0,91,4,5,5,3,8
10513,68,438,169,565,91,169,70,1,2,3,6,7
5138,68,19,1,14,3,2,4,1,1,0,3,8
8387,68,134,8,76,6,0,11,1,4,1,5,6
378,68,283,112,151,51,72,125,2,7,2,10,6
5846,68,2,1,6,2,1,1,1,1,0,2,6
8870,68,75,12,141,43,39,187,6,6,1,5,8
10340,68,75,12,141,43,39,187,6,6,1,5,8
7290,68,347,44,534,17,0,26,1,3,5,12,2
8895,68,347,44,534,17,0,26,1,3,5,12,2
3635,69,492,0,37,7,0,42,3,6,3,8,5
11178,69,15,2,10,0,1,4,1,1,0,3,7
2410,69,364,40,425,158,60,50,1,3,4,8,1
3281,69,206,10,67,30,27,71,6,4,1,8,6
9905,69,135,1,41,10,1,67,5,3,3,3,6
2437,69,861,138,461,60,30,61,1,6,5,12,3
2565,69,1016,12,215,16,12,63,1,4,5,10,3
7912,69,8,15,27,0,20,33,2,3,1,2,8
7072,69,432,79,341,177,136,170,2,8,5,4,4
1409,69,270,3,27,39,6,99,7,7,1,5,8
5314,69,270,3,27,39,6,99,7,7,1,5,8
7215,69,722,27,102,44,72,168,0,6,8,13,2
8858,69,516,0,21,0,0,5,4,8,2,7,8
895,69,410,16,114,0,5,49,3,5,2,10,5
10313,69,159,4,45,6,2,38,6,5,1,4,8
642,69,1,3,2,20,30,47,3,2,1,2,8
8504,70,350,60,568,110,133,145,1,5,6,7,2
1020,70,350,60,568,110,133,145,1,5,6,7,2
3717,70,403,24,29,6,24,218,2,5,5,6,3
7646,70,218,63,282,137,35,70,4,5,3,12,4
5796,70,560,21,442,29,44,29,1,4,5,13,1
8625,70,15,1,23,0,5,1,3,3,0,3,8
5407,70,729,17,133,11,0,195,5,10,6,7,7
4356,70,1224,28,140,0,14,168,3,3,3,5,6
2886,70,1121,0,72,0,12,12,4,10,8,10,6
10057,70,503,27,419,90,139,153,1,5,7,9,7
10741,70,172,12,112,8,0,15,4,6,1,5,7
5491,70,172,12,112,8,0,15,4,6,1,5,7
4442,70,31,19,35,26,14,52,2,1,1,5,3
3972,70,266,6,51,8,6,64,6,7,1,5,8
2431,70,12,4,19,12,6,14,1,2,0,3,8
7899,70,1245,33,332,21,33,16,2,4,7,4,7
9703,70,77,2,35,0,1,69,4,3,2,2,7
6927,70,224,0,30,0,0,10,8,5,1,5,8
7005,71,479,35,179,28,7,85,1,5,3,12,2
246,71,199,9,57,20,21,6,7,4,1,7,4
4796,71,18,10,3,3,5,0,1,1,0,3,2
4725,71,30,2,25,0,1,9,1,1,1,4,2
3286,71,13,2,15,2,2,8,2,2,0,3,6
10680,71,45,0,16,2,1,6,1,3,0,3,7
4297,71,13,2,18,6,1,0,2,2,0,3,8
7327,71,21,5,3,10,1,7,3,1,1,4,2
1553,71,966,168,672,246,105,126,1,7,5,10,4
1665,71,1459,0,61,0,15,215,5,2,5,6,5
10640,71,87,5,71,7,12,29,5,4,1,4,7
7620,71,5,11,16,21,8,45,2,2,2,2,8
7761,71,13,11,24,13,8,40,2,3,0,4,6
5062,71,35,0,4,0,0,0,1,2,0,2,8
6349,71,621,73,414,78,48,85,1,8,4,6,5
3386,71,34,4,66,3,10,20,1,2,1,4,7
8175,71,34,4,66,3,10,20,1,2,1,4,7
6245,71,378,14,68,19,14,14,2,3,5,8,3
8780,71,378,14,68,19,14,14,2,3,5,8,3
2276,71,430,16,322,43,24,33,5,4,7,11,3
1172,71,979,44,935,29,25,22,1,7,5,12,3
3225,71,116,11,72,3,17,46,4,4,1,5,6
8629,71,19,1,10,2,1,8,1,1,0,3,5
798,71,2,0,6,8,6,5,1,1,0,3,7
269,71,777,30,163,0,51,122,6,4,4,7,9
8213,71,6,4,9,6,36,35,4,2,2,3,7
10245,71,160,80,369,67,39,41,1,3,3,8,1
2447,71,4,12,15,19,7,12,2,2,0,3,7
9817,71,853,10,143,13,10,20,2,9,4,12,8
1371,72,123,164,266,227,30,174,1,2,4,9,1
8093,72,572,8,232,23,62,17,1,4,3,6,1
713,72,141,15,153,67,31,35,1,4,4,6,3
11051,72,492,19,110,16,12,12,4,6,3,10,4
5545,72,572,8,259,34,35,80,1,3,5,5,1
5283,72,93,1,21,0,4,25,3,2,1,4,5
5010,72,2,8,8,6,1,9,2,1,0,3,8
7495,72,77,28,31,16,0,4,2,2,1,5,4
4368,72,42,7,43,20,12,10,1,3,0,4,6
6303,72,410,73,747,76,161,30,0,5,5,12,1
1030,72,22,0,13,0,0,3,2,1,0,3,7
10364,72,0,0,1,2,12,5,1,1,0,2,8
6945,72,387,20,713,38,54,163,1,9,11,11,5
8562,72,127,4,73,15,6,11,1,2,1,7,2
2918,72,44,5,19,0,4,19,3,2,0,4,5
9167,72,465,71,250,93,35,62,3,9,2,12,6
4743,72,689,8,167,11,8,88,5,8,4,11,6
10742,72,532,21,127,26,20,20,0,4,2,5,1
10965,72,983,20,389,240,50,40,1,3,5,13,6
7129,72,686,17,142,23,26,35,8,6,4,13,6
3732,72,393,0,239,90,69,69,6,5,7,9,4
7124,72,43,4,12,8,0,27,5,2,1,4,5
10686,72,15,0,4,0,0,2,1,1,0,2,7
7247,72,505,0,26,0,0,75,5,7,4,6,6
1513,72,600,21,128,223,150,128,13,2,2,12,8
460,72,792,86,740,67,51,17,1,3,5,8,2
6653,72,293,0,87,4,11,23,4,7,2,5,7
9400,73,630,26,611,44,18,54,1,6,6,6,2
7106,73,483,0,591,156,0,12,1,3,5,10,1
4252,73,213,5,28,7,7,41,1,4,1,6,5
9240,73,458,0,24,6,4,34,2,6,2,8,6
10770,73,247,161,295,210,85,47,2,4,7,13,2
176,73,90,38,67,33,36,67,1,4,1,6,3
6870,73,182,2,49,17,13,20,1,3,1,7,2
143,73,466,0,224,119,49,99,1,5,3,4,2
6445,73,243,101,405,29,40,40,1,4,5,6,2
4278,73,910,111,724,49,74,55,1,10,2,6,3
6906,73,167,48,602,63,72,72,1,3,10,4,2
4637,73,960,64,464,146,0,16,1,6,9,9,3
8690,73,399,28,756,36,40,126,1,5,7,10,2
1173,73,1200,105,758,0,42,147,1,4,2,6,2
1928,73,35,3,20,4,1,20,2,2,0,3,9
9029,73,707,44,603,95,58,29,1,2,8,12,1
10299,73,389,91,248,64,49,41,3,6,3,13,5
9246,73,171,3,129,26,24,62,4,6,1,6,7
4943,73,1379,33,216,0,33,66,1,2,4,9,6
4122,73,504,23,117,179,28,44,1,6,5,4,4
2853,74,60,51,87,6,20,51,2,4,2,4,5
902,74,224,12,48,4,12,12,1,6,2,4,6
1672,74,204,7,149,20,15,66,1,5,1,8,2
7254,74,39,0,56,20,8,14,3,3,1,3,7
8775,74,39,0,56,20,8,14,3,3,1,3,7
9543,74,3,6,5,0,2,6,1,0,0,3,7
7093,74,3,6,5,0,2,6,1,0,0,3,7
2894,74,1067,138,750,0,19,39,1,7,5,8,4
5956,74,144,2,99,7,2,30,5,6,1,4,8
1921,74,46,1,12,3,0,9,2,2,0,3,4
5057,74,264,47,188,54,47,11,2,4,4,10,2
10260,74,202,5,74,11,5,14,3,6,1,5,7
2262,74,202,5,74,11,5,14,3,6,1,5,7
7930,74,101,13,76,20,18,40,2,3,1,6,6
1461,74,17,1,12,3,1,4,2,2,0,3,7
7514,74,84,10,34,11,10,28,4,3,1,4,6
6461,74,581,49,157,43,8,108,1,5,6,11,2
257,74,952,12,180,47,12,12,2,5,4,9,3
9460,74,30,3,47,19,21,42,1,3,2,2,8
3855,74,30,3,47,19,21,42,1,3,2,2,8
367,74,47,90,94,123,103,120,5,9,1,5,9
9265,74,925,64,179,133,12,77,2,9,4,6,5
1990,74,965,34,586,89,86,37,1,3,5,8,3
3594,74,539,6,91,8,6,97,13,8,2,9,8
9292,74,324,132,693,27,118,88,1,4,11,7,2
6218,74,457,4,29,0,0,9,1,8,1,7,7
6528,75,2,2,2,2,1,1,1,1,0,2,8
10164,75,1017,33,417,108,100,16,1,5,5,5,5
9937,75,187,81,149,25,43,91,1,2,2,12,1
274,75,9,3,15,2,3,2,2,2,0,3,6
5250,75,532,126,490,164,126,126,1,5,5,11,1
11010,75,19,3,18,3,1,0,3,3,0,3,8
6969,75,99,13,66,43,8,4,3,4,1,5,7
10735,75,14,1,7,2,1,1,1,2,0,2,9
5068,75,14,1,7,2,1,1,1,2,0,2,9
9974,75,15,6,20,4,5,20,1,3,1,2,7
7053,75,604,28,674,91,28,28,1,3,10,8,1
3179,75,249,153,940,58,134,38,0,6,6,7,2
8082,75,1,3,6,3,6,15,1,1,1,2,7
1362,75,33,87,64,175,16,74,1,6,1,6,7
6768,75,22,1,8,2,1,2,2,1,0,3,8
2375,75,8,0,5,0,3,6,1,0,0,3,8
6856,75,14,0,23,4,5,19,3,3,0,3,9
4066,76,1,5,8,4,8,20,2,2,1,2,6
4333,76,41,0,10,0,0,3,4,2,1,3,7
2948,76,104,12,48,4,12,5,1,2,2,5,2
4927,76,8,3,22,21,1,13,3,3,0,3,9
7426,76,111,16,37,7,9,18,3,3,1,5,3
8360,76,111,16,37,7,9,18,3,3,1,5,3
4058,76,618,15,106,20,7,45,1,11,2,8,6
10755,76,6,3,14,15,7,36,3,3,1,2,7
8414,76,56,0,12,0,0,18,2,2,0,4,7
6810,76,267,98,606,48,70,98,1,3,2,6,1
3839,76,6,12,3,21,6,40,5,2,2,3,5
3483,76,1039,43,204,153,58,29,3,2,8,12,8
238,76,515,47,181,149,95,95,15,9,6,9,7
591,76,293,35,179,46,59,65,2,8,3,7,7
5063,76,41,5,129,10,3,3,3,4,1,4,9
4303,76,107,2,12,2,2,12,0,0,0,1,20
2258,76,8,4,15,7,6,2,1,1,0,3,8
7301,76,4,22,11,3,7,32,2,3,0,3,8
11121,76,2,14,28,16,3,7,4,4,0,3,9
5287,77,45,2,26,4,1,1,3,3,1,3,7
6457,77,527,24,230,32,24,65,2,6,4,12,4
3559,77,12,11,10,3,12,9,3,2,1,3,6
5577,77,8,0,9,2,1,3,1,1,0,2,6
641,77,59,0,12,0,0,48,1,2,2,2,4
954,77,3,3,24,34,7,31,1,2,1,3,5
1834,77,30,5,23,4,1,4,1,2,0,3,7
8789,77,35,40,111,36,40,12,3,3,1,7,4
10584,77,225,162,387,106,36,29,1,5,10,8,3
2337,77,9,1,24,2,1,2,3,3,0,3,6
6071,77,493,70,324,146,40,84,1,3,7,11,1
295,77,493,70,324,146,40,84,1,3,7,11,1
10203,77,11,7,9,3,1,11,1,1,0,3,7
3968,77,918,10,129,13,0,129,1,11,3,12,7
4037,77,3,1,3,8,0,5,1,1,0,2,7
6932,77,1285,42,716,55,0,21,0,7,10,5,2
10159,77,440,81,368,0,122,174,6,11,5,9,6
1177,77,80,3,26,4,2,14,4,3,1,3,7
9426,77,691,0,69,10,0,130,4,2,6,3,8
10637,77,24,0,27,8,30,10,2,3,0,3,7
10826,77,6,1,7,23,4,19,1,1,1,2,8
4086,77,6,1,7,23,4,19,1,1,1,2,8
10304,77,6,1,7,23,4,19,1,1,1,2,8
7998,77,53,8,17,13,0,21,3,2,2,2,7
10992,77,650,28,353,45,42,30,5,4,6,11,8
6383,78,26,0,15,2,1,2,2,3,0,3,8
10536,78,26,0,15,2,1,2,2,3,0,3,8
6036,78,1168,92,408,72,129,55,1,5,6,7,1
11092,78,12,1,21,2,2,3,2,2,0,3,7
538,78,31,9,27,16,9,33,1,1,1,4,3
10022,78,12,0,4,0,0,0,1,1,0,2,5
10157,78,89,15,89,34,42,5,1,4,1,6,4
3503,78,255,47,573,52,32,15,1,5,3,6,1
146,78,760,53,400,17,93,0,1,4,5,11,2
5538,78,897,161,430,186,161,27,0,4,7,6,1
3910,78,897,161,430,186,161,27,0,4,7,6,1
4227,78,28,0,13,4,2,8,3,2,1,3,5
6634,78,22,3,18,0,0,11,1,2,0,3,7
8916,78,9,1,5,0,0,1,1,0,0,3,5
6460,78,12,4,6,11,8,16,2,2,0,3,8
5883,78,138,120,204,16,126,60,3,7,4,7,5
10091,78,520,20,367,39,81,40,2,6,3,6,5
697,78,972,59,913,25,19,59,1,5,9,6,3
2607,78,424,17,118,7,23,41,6,8,2,8,8
8427,78,556,14,717,210,0,43,1,7,5,10,4
217,78,556,14,717,210,0,43,1,7,5,10,4
6202,78,571,50,142,33,50,159,4,4,5,13,2
3856,78,571,50,142,33,50,159,4,4,5,13,2
10648,78,398,96,447,220,96,32,1,5,7,6,3
5120,78,398,96,447,220,96,32,1,5,7,6,3
6749,78,957,47,494,82,47,95,4,5,3,6,8
1584,79,171,7,171,25,19,89,6,8,1,5,8
9559,79,944,0,60,0,0,30,2,7,5,13,5
771,79,135,9,39,4,0,7,1,2,2,5,2
5237,79,28,1,21,3,0,10,3,2,1,3,5
2461,79,26,1,11,0,1,4,2,1,0,3,3
5474,79,45,7,99,4,25,43,3,4,1,4,6
2895,79,104,1,54,13,9,14,2,3,1,5,5
7972,79,400,32,519,71,75,54,1,3,4,9,1
10067,79,4,0,4,0,0,5,1,1,0,2,7
500,79,908,43,735,40,194,21,1,7,7,9,2
922,79,16,2,11,3,0,16,2,1,1,2,8
2861,79,9,1,6,3,0,4,1,1,0,2,8
375,79,516,56,449,86,33,16,1,2,2,11,1
10936,79,597,166,597,172,166,249,1,5,6,4,3
10314,79,847,66,119,86,89,111,1,9,10,5,4
4240,79,4,9,16,17,0,12,2,2,1,2,8
2674,79,543,10,205,160,143,82,1,6,3,6,3
2563,80,1,9,7,2,14,10,1,2,0,3,6
8312,80,1,9,7,2,14,10,1,2,0,3,6
6999,80,656,16,106,32,16,8,1,7,3,12,3
7574,80,11,0,13,2,4,11,1,2,0,3,4
5223,80,33,8,10,2,10,3,2,2,1,3,4
2952,80,29,3,30,3,2,9,2,3,0,3,6
7683,80,554,35,113,0,7,78,3,5,3,12,3
9481,80,9,9,11,13,10,16,4,3,1,3,8
9907,80,742,28,152,25,9,57,2,6,8,10,4
5454,80,37,0,7,3,0,3,1,2,0,3,5
3798,80,24,2,23,0,8,24,3,2,1,3,6
7281,80,81,11,50,3,2,39,1,1,3,4,2
4259,80,6,0,4,0,0,0,1,1,0,2,7
2549,80,17,0,9,0,0,1,1,1,0,3,9
6437,80,21,8,20,15,3,9,1,2,0,3,7
2488,80,23,1,25,0,8,7,4,2,1,3,6
3945,80,618,44,215,0,17,36,2,11,8,4,6
702,80,162,61,83,97,57,61,4,4,3,8,5
9010,80,968,147,842,137,42,210,1,5,7,10,2
9710,80,708,7,62,0,0,15,2,11,3,7,8
1509,80,152,27,103,106,54,81,0,9,9,4,5
9120,80,747,10,161,65,40,42,4,4,2,9,8
5252,80,16,12,18,7,1,13,1,2,0,3,7
5959,80,158,0,23,0,0,18,6,3,1,5,8
7441,80,958,159,447,20,0,31,3,2,10,12,7
4271,80,46,35,69,84,41,66,6,4,1,6,7
4095,80,167,37,64,49,34,116,8,4,3,6,7
8852,80,387,126,342,0,45,180,5,8,4,11,6
7698,81,152,3,22,2,5,7,1,4,1,4,5
4174,81,97,1,19,2,0,11,1,2,1,4,3
3182,81,96,1,79,7,1,79,6,5,1,3,8
193,81,0,0,2,3,3,8,1,1,0,2,5
5229,81,30,1,8,0,0,3,1,1,0,3,7
5555,81,1,1,1,1,1,1,0,0,0,0,0
7732,81,293,0,124,179,97,52,1,7,2,10,5
310,81,330,5,159,36,27,16,4,4,4,9,4
6261,81,270,31,88,11,48,22,3,3,2,10,4
6274,81,1076,16,417,42,48,16,1,8,10,6,3
1655,81,16,3,15,2,1,11,1,1,0,3,7
2740,81,62,1,16,3,2,6,4,2,1,4,5
4328,81,5,1,7,17,14,11,2,2,1,3,6
17,81,637,47,237,12,19,76,4,6,11,7,5
9153,81,418,61,428,80,51,10,3,7,8,10,5
520,81,3,3,7,6,2,9,1,1,0,2,7
8372,81,3,3,7,6,2,9,1,1,0,2,7
73,81,14,0,3,0,0,1,1,0,0,3,5
2002,81,587,51,932,180,34,86,1,5,6,5,3
6059,81,986,36,168,16,0,108,7,11,3,4,7
11166,81,229,5,56,3,2,20,2,6,2,4,7
6257,81,255,43,134,37,14,24,1,7,2,7,7
9224,81,825,8,53,11,0,242,2,8,10,5,6
8732,81,1298,0,70,37,14,42,4,7,4,10,4
955,81,167,2,44,6,2,19,7,4,2,4,8
4910,81,1132,134,384,175,134,115,1,11,5,13,7
564,81,746,8,125,11,8,8,7,8,6,9,6
8931,82,812,99,431,237,149,33,1,11,4,10,5
1998,82,34,6,21,11,4,8,1,2,1,3,6
1250,82,34,6,21,11,4,8,1,2,1,3,6
8397,82,18,0,5,0,0,11,2,1,1,2,7
9672,82,8,3,9,19,4,22,3,1,1,3,6
2125,82,194,61,480,225,112,30,1,3,4,8,2
5975,82,37,0,17,0,0,3,1,2,0,3,7
983,82,110,29,92,28,10,145,1,6,2,3,8
9938,82,519,17,813,27,173,51,1,4,6,6,2
4385,82,23,0,15,0,2,7,2,3,0,3,6
1612,82,23,0,15,0,2,7,2,3,0,3,6
803,82,12,0,5,0,0,4,1,0,1,2,5
10675,82,909,11,218,0,0,23,2,9,3,5,5
7004,82,24,3,26,7,1,23,3,3,1,2,9
4432,82,2,3,20,6,11,9,2,2,0,3,7
5079,82,71,1,16,0,0,9,4,2,1,3,8
4475,82,1315,22,780,145,0,178,1,7,8,9,5
10868,82,344,45,654,104,11,114,2,3,4,10,3
6742,82,2,2,1,3,1,2,1,1,0,2,8
5692,82,1,4,3,8,9,7,1,1,0,3,8
339,82,462,0,24,6,0,4,2,9,2,5,7
10398,82,1,6,2,8,2,12,1,1,0,2,7
8017,83,22,0,19,6,5,3,2,2,0,3,6
3722,83,31,1,8,0,0,8,2,2,0,3,6
7326,83,34,1,19,2,7,0,1,1,1,3,2
2416,83,789,25,420,16,38,0,1,2,8,9,1
1878,83,4,6,8,6,3,10,1,2,0,3,7
5278,83,307,26,360,138,31,40,1,6,9,5,3
5734,83,46,4,36,2,2,1,1,2,0,4,5
4370,83,18,1,32,6,3,28,3,2,0,4,6
8405,83,135,25,51,23,25,46,2,4,2,5,3
7617,83,67,5,61,3,8,19,5,2,1,5,5
10339,83,161,0,22,0,0,24,2,4,1,4,6
6376,83,191,56,139,51,8,100,4,4,3,8,4
2150,83,860,28,409,73,56,56,1,8,9,4,4
7386,83,17,0,14,7,3,2,1,1,0,3,7
3006,83,17,0,14,7,3,2,1,1,0,3,7
11088,83,1396,0,322,46,35,17,1,4,9,4,6
5185,83,199,66,315,97,174,41,1,4,3,5,2
3523,83,583,34,309,0,22,125,2,5,4,8,3
55,83,509,0,65,7,11,5,4,7,2,9,6
3807,83,473,21,176,19,21,56,3,9,2,9,6
2453,83,526,28,135,10,21,99,3,5,3,12,5
7787,83,526,28,135,10,21,99,3,5,3,12,5
2230,84,27,2,14,0,0,0,3,3,1,3,5
8146,84,30,0,8,2,0,14,1,1,1,2,6
988,84,410,0,592,147,22,22,1,6,4,7,3
4832,84,6,5,17,3,24,46,2,2,2,2,7
3152,84,15,10,19,8,17,20,3,2,1,3,5
11188,84,15,10,19,8,17,20,3,2,1,3,5
361,84,5,1,7,2,1,4,1,1,0,2,7
5939,84,43,5,28,7,6,33,4,3,1,3,5
9349,84,693,21,118,110,147,42,1,6,5,11,2
819,84,508,124,249,50,38,134,1,6,5,13,3
10120,84,116,6,82,6,6,41,2,3,1,6,5
4541,84,116,6,82,6,6,41,2,3,1,6,5
2456,84,80,4,46,0,17,2,5,2,1,5,6
2516,84,22,2,10,6,4,34,2,1,2,2,4
11013,84,336,28,282,184,54,54,1,2,8,6,1
9988,84,553,25,142,65,67,8,3,6,3,13,4
1627,84,408,61,109,48,122,41,1,5,7,9,4
1490,84,675,0,85,10,7,77,5,10,3,8,8
6710,84,68,1,13,3,5,13,1,2,0,4,6
7375,84,297,7,79,0,11,182,2,8,2,4,8
10144,84,297,7,79,0,11,182,2,8,2,4,8
3138,84,1324,27,119,71,108,27,0,7,9,6,4
1440,84,367,17,241,104,188,232,2,9,5,9,7
4200,85,167,2,62,24,13,7,4,4,1,6,5
4998,85,292,30,415,63,33,200,1,4,5,4,2
7321,85,292,30,415,63,33,200,1,4,5,4,2
8663,85,11,0,3,0,0,1,1,1,0,2,6
1958,85,582,0,65,0,0,13,6,8,2,9,5
6963,85,675,11,400,15,45,11,1,2,5,10,1
1065,85,557,129,984,193,37,18,1,5,8,5,2
2712,85,184,178,178,103,39,33,1,6,3,10,3
6049,85,1142,51,415,90,69,37,1,7,8,11,3
6605,85,504,13,131,8,0,26,1,9,4,6,7
11181,85,2,1,2,1,1,1,0,0,0,0,0
5234,85,12,5,25,0,9,30,2,1,1,3,5
5253,85,145,13,46,17,2,4,6,4,2,4,7
11148,85,2,1,4,3,1,2,1,1,0,2,8
6289,85,135,0,10,0,4,36,2,3,1,4,5
9743,85,1449,89,161,69,35,107,2,11,8,8,6
9209,85,829,138,430,60,92,15,1,4,6,13,2
6417,85,829,138,430,60,92,15,1,4,6,13,2
7937,86,10,7,25,6,3,7,1,3,0,3,7
6488,86,76,0,7,0,0,16,1,3,2,2,5
3194,86,412,12,546,78,182,0,1,4,4,10,1
231,86,24,0,7,0,0,1,2,2,0,3,5
9697,86,335,42,127,28,5,5,3,7,2,8,6
4676,86,612,91,520,258,107,107,2,9,6,8,5
8079,86,3,1,8,23,2,18,3,2,1,3,3
10032,86,3,5,14,2,12,17,4,3,1,3,6
10505,86,741,19,154,50,9,28,1,3,4,7,2
2005,86,22,3,30,0,5,15,2,2,0,4,6
6940,86,100,1,39,6,1,76,4,3,2,3,6
2304,86,625,7,99,10,22,7,2,6,3,12,4
3170,86,389,66,408,37,57,85,1,4,4,6,2
10466,86,24,2,20,2,2,10,2,1,0,4,4
7325,86,23,0,11,2,1,3,1,1,0,3,5
455,86,102,9,63,2,9,24,1,4,1,4,6
7592,86,102,9,63,2,9,24,1,4,1,4,6
4547,86,6,2,9,2,1,5,2,1,0,3,8
6825,86,13,0,3,0,0,0,1,1,0,2,7
2961,86,175,10,110,54,6,27,2,6,3,4,6
8700,86,7,7,14,7,16,15,3,2,1,3,7
2278,86,4,17,19,30,24,39,2,2,1,3,6
10703,86,57,0,27,0,0,36,4,3,2,2,8
9,86,57,0,27,0,0,36,4,3,2,2,8
2804,86,57,0,27,0,0,36,4,3,2,2,8
4915,86,176,72,98,136,21,229,4,5,2,12,5
3010,87,957,153,612,99,95,153,1,4,7,8,1
4279,87,15,4,10,3,4,18,2,1,1,3,3
2564,87,111,3,28,2,6,15,2,3,1,4,6
1137,87,398,190,537,61,156,37,1,4,5,7,1
5084,87,445,53,213,104,98,151,1,6,4,13,4
7094,87,445,53,213,104,98,151,1,6,4,13,4
6327,87,565,32,435,28,32,54,1,2,8,6,1
6131,87,141,70,106,72,19,23,2,4,2,8,3
5798,87,445,37,359,98,28,18,1,2,4,8,1
10379,87,327,9,122,19,14,83,5,5,2,9,6
606,87,6,1,2,2,0,4,1,1,0,2,7
7801,87,197,107,227,7,59,131,3,5,2,11,4
2445,87,38,1,24,0,0,0,1,2,0,3,8
5346,87,25,5,19,7,0,23,3,3,0,3,7
550,87,243,131,217,85,6,26,2,3,3,13,2
4478,87,457,5,106,15,17,53,8,11,1,6,8
2350,87,623,53,178,23,17,133,7,3,2,8,8
1118,87,544,13,85,8,6,29,3,10,4,5,8
1491,87,162,33,124,40,28,172,2,3,4,7,1
4507,87,631,28,491,30,14,56,1,6,7,8,3
7023,87,189,2,55,0,5,12,4,6,1,4,9
6977,87,1073,0,629,145,37,37,1,10,5,13,6
4042,87,91,3,52,2,1,31,3,4,0,4,8
7274,87,736,163,818,212,163,61,1,4,7,10,2
2902,87,19,4,12,2,2,6,1,1,0,3,5
3332,87,64,4,68,7,5,17,4,3,1,4,8
7433,87,64,4,68,7,5,17,4,3,1,4,8
9386,88,274,0,21,4,6,15,1,5,1,6,6
5176,88,7,6,13,7,6,14,1,1,0,3,9
10323,88,205,7,41,3,2,46,2,4,2,5,5
4682,88,99,27,102,28,48,6,1,2,2,8,1
3083,88,215,13,87,17,17,24,5,6,2,5,7
8015,88,714,76,395,116,0,12,1,4,6,9,1
1745,88,714,76,395,116,0,12,1,4,6,9,1
3136,88,317,25,265,25,19,12,3,5,3,11,5
6991,88,537,6,42,16,6,30,2,9,3,6,8
8132,88,565,6,65,0,6,19,5,9,2,8,7
503,88,13,1,29,3,0,7,2,2,0,3,8
8148,88,285,28,242,55,114,135,13,6,2,12,5
2736,88,366,124,156,71,78,54,2,5,5,11,2
8162,88,4,1,11,6,2,2,1,1,0,3,6
692,88,4,2,5,0,0,5,1,1,0,2,6
7706,88,350,104,189,197,151,57,6,11,8,5,8
9298,89,1252,0,465,46,35,0,1,4,5,8,1
2986,89,7,2,4,2,1,4,1,1,0,2,6
10812,89,37,0,46,4,3,0,1,2,1,3,4
2909,89,934,24,230,16,24,36,2,8,4,6,3
6974,89,518,42,742,55,56,84,1,6,10,5,2
9140,89,51,4,24,4,7,1,2,2,0,4,6
4554,89,171,45,73,59,10,90,4,3,2,8,4
7791,89,12,1,6,0,1,5,2,1,0,3,7
5455,89,99,0,15,2,1,5,3,2,1,4,7
7960,89,734,22,350,151,25,100,1,3,9,13,1
3426,89,1045,61,338,60,46,46,3,5,5,13,8
5316,89,36,4,18,6,2,18,1,2,0,4,7
1404,89,51,23,82,33,0,42,4,5,1,3,9
10598,89,12,1,16,4,1,3,3,2,0,3,8
8212,89,85,15,27,13,13,21,2,3,1,4,7
3233,89,562,21,464,28,10,32,3,7,8,11,5
7892,89,6,4,25,15,12,13,2,2,1,3,7
2975,89,717,42,864,219,30,84,2,6,7,9,3
5043,89,7,23,78,133,49,144,2,4,2,5,7
3104,89,830,59,968,51,79,19,1,5,3,12,2
10854,90,29,0,14,0,0,2,2,2,0,3,7
7419,90,8,3,19,0,2,3,2,2,0,3,6
5558,90,1020,31,430,62,63,79,1,4,6,4,1
832,90,561,14,113,10,14,35,3,8,2,10,5
4964,90,680,11,392,75,0,0,1,2,11,4,1
11030,90,9,0,3,0,0,4,1,1,0,2,6
4587,90,162,25,53,16,0,10,1,3,1,7,3
450,90,67,15,80,17,11,80,3,1,4,4,3
11031,90,26,1,10,2,0,1,1,1,0,3,5
4990,90,524,0,134,28,28,155,1,11,1,8,7
221,90,138,3,38,4,0,59,3,3,2,4,6
4351,90,18,2,10,0,0,25,1,1,1,2,7
1357,90,856,59,487,58,29,73,7,2,5,5,5
5667,90,1013,30,399,60,46,153,3,9,10,4,6
8867,90,864,134,768,150,38,172,1,4,10,5,3
2747,90,864,134,768,150,38,172,1,4,10,5,3
7422,90,85,44,54,102,78,6,3,5,1,7,7
4148,90,164,24,103,12,3,42,7,5,1,6,8
9516,90,620,54,239,99,98,119,2,9,7,10,7
1291,90,152,9,121,12,12,45,4,6,2,4,8
1833,91,68,8,18,19,8,12,2,2,1,4,5
7270,91,908,48,217,32,12,24,1,2,3,13,6
8182,91,53,3,49,7,4,5,4,3,0,4,8
10394,91,675,144,133,94,192,241,1,4,8,5,1
1142,91,208,7,82,30,66,35,2,3,2,9,3
451,91,9,0,7,2,0,4,1,1,1,2,8
7128,91,4,0,5,0,1,5,1,1,0,2,7
10678,91,653,17,170,34,26,17,2,11,2,10,7
7755,91,350,3,39,0,0,19,2,9,1,4,8
4754,91,30,11,33,13,6,29,1,2,0,4,4
20,91,43,12,23,29,15,61,1,2,1,4,4
2246,91,43,12,23,29,15,61,1,2,1,4,4
10307,91,369,9,87,12,14,34,3,6,2,8,5
2147,91,736,63,946,219,189,126,1,4,7,11,2
